model,history,neurons,layers,optimizer,learning_rate,loss,y_log,r2_score,mape,time,epochs
<keras.src.engine.sequential.Sequential object at 0x32501a8d0>,<keras.src.callbacks.History object at 0x325927bd0>,32,1,sgd,0.1,mse,True,-3.4504865738939126,0.9802146222842847,0.9831039905548096,61
<keras.src.engine.sequential.Sequential object at 0x323cc29d0>,<keras.src.callbacks.History object at 0x32556ae10>,32,1,sgd,0.1,mse,False,-3.565758818592788,1.0,0.6730589866638184,31
<keras.src.engine.sequential.Sequential object at 0x3263d7690>,<keras.src.callbacks.History object at 0x326417250>,32,1,sgd,0.1,mean_absolute_percentage_error,True,-3.487792750548947,0.990263267580016,0.8118627071380615,45
<keras.src.engine.sequential.Sequential object at 0x326779590>,<keras.src.callbacks.History object at 0x3267427d0>,32,1,sgd,0.1,mean_absolute_percentage_error,False,0.0012079600818724057,0.29091556273707353,1.801239013671875,119
<keras.src.engine.sequential.Sequential object at 0x326c5bfd0>,<keras.src.callbacks.History object at 0x326c59890>,32,1,sgd,0.01,mean_squared_logarithmic_error,True,-3.4548349137754446,0.9805904109271928,4.209113121032715,330
<keras.src.engine.sequential.Sequential object at 0x327aa4710>,<keras.src.callbacks.History object at 0x327f2f250>,32,1,sgd,0.01,mean_squared_logarithmic_error,False,0.1463283843049339,0.28217756422507645,47.23824119567871,4339
<keras.src.engine.sequential.Sequential object at 0x3292835d0>,<keras.src.callbacks.History object at 0x32a649490>,32,1,sgd,0.01,mse,True,-3.4518886477607342,0.9807072102231124,2.296686887741089,179
<keras.src.engine.sequential.Sequential object at 0x32a597fd0>,<keras.src.callbacks.History object at 0x32a727510>,32,1,sgd,0.01,mse,False,-1.7951319366484029,0.7854634307795114,2.4454500675201416,198
<keras.src.engine.sequential.Sequential object at 0x32aedb890>,<keras.src.callbacks.History object at 0x32af92d90>,32,1,sgd,0.01,mean_absolute_percentage_error,True,-3.449033870522044,0.980049524401421,1.3967580795288086,88
<keras.src.engine.sequential.Sequential object at 0x32b063fd0>,<keras.src.callbacks.History object at 0x32c076790>,32,1,sgd,0.01,mean_absolute_percentage_error,False,-0.08034332748865003,0.2686169814544776,4.012153148651123,304
<keras.src.engine.sequential.Sequential object at 0x32b5d8550>,<keras.src.callbacks.History object at 0x32c773850>,32,1,sgd,0.001,mean_squared_logarithmic_error,True,-3.454630559830851,0.981195240403013,29.09962487220764,2632
<keras.src.engine.sequential.Sequential object at 0x3277e8810>,<keras.src.callbacks.History object at 0x32e9de350>,32,1,sgd,0.001,mean_squared_logarithmic_error,False,-0.36679391411114937,0.3182634072769491,107.6152012348175,10000
<keras.src.engine.sequential.Sequential object at 0x332973dd0>,<keras.src.callbacks.History object at 0x3329808d0>,32,1,sgd,0.001,mse,True,-3.452573140334964,0.980561812353271,7.337948322296143,629
<keras.src.engine.sequential.Sequential object at 0x3338cd390>,<keras.src.callbacks.History object at 0x3341fc190>,32,1,sgd,0.001,mse,False,0.3379371229810687,0.29917138393600773,0.7677590847015381,40
<keras.src.engine.sequential.Sequential object at 0x33399b490>,<keras.src.callbacks.History object at 0x3339e83d0>,32,1,sgd,0.001,mean_absolute_percentage_error,True,-3.4499546711409703,0.9803785667095024,1.7024760246276855,118
<keras.src.engine.sequential.Sequential object at 0x3341560d0>,<keras.src.callbacks.History object at 0x33507c1d0>,32,1,sgd,0.001,mean_absolute_percentage_error,False,-0.23305190869310888,0.29450816366230953,18.954277753829956,1742
<keras.src.engine.sequential.Sequential object at 0x33501a9d0>,<keras.src.callbacks.History object at 0x33626ec90>,32,2,adam,0.1,mean_squared_logarithmic_error,True,-3.4473290716746794,0.9795339721949896,1.323819875717163,70
<keras.src.engine.sequential.Sequential object at 0x3361eb2d0>,<keras.src.callbacks.History object at 0x336aa3950>,32,2,adam,0.1,mean_squared_logarithmic_error,False,0.29986414824624474,0.3169759953164163,1.2330820560455322,61
<keras.src.engine.sequential.Sequential object at 0x33618b350>,<keras.src.callbacks.History object at 0x3365bc350>,32,2,adam,0.1,mse,True,-3.4479219238810614,0.9796037826999473,1.2519428730010986,62
<keras.src.engine.sequential.Sequential object at 0x336a23dd0>,<keras.src.callbacks.History object at 0x338800e90>,32,2,adam,0.1,mse,False,0.21848512571464995,0.3657528414435589,0.8695447444915771,34
<keras.src.engine.sequential.Sequential object at 0x3388def50>,<keras.src.callbacks.History object at 0x337adc9d0>,32,2,adam,0.1,mean_absolute_percentage_error,True,-3.4534133204732678,0.980342595695368,1.3691329956054688,76
<keras.src.engine.sequential.Sequential object at 0x337adf090>,<keras.src.callbacks.History object at 0x339d0db90>,32,2,adam,0.1,mean_absolute_percentage_error,False,0.2507701513257431,0.24633375421989545,1.3879871368408203,74
<keras.src.engine.sequential.Sequential object at 0x337af9910>,<keras.src.callbacks.History object at 0x33a21f690>,32,2,adam,0.01,mean_squared_logarithmic_error,True,-3.449552739393403,0.9799930968727529,3.3059279918670654,229
<keras.src.engine.sequential.Sequential object at 0x33a107950>,<keras.src.callbacks.History object at 0x339c8f750>,32,2,adam,0.01,mean_squared_logarithmic_error,False,0.3428118900574826,0.27296657933744584,1.7325358390808105,99
<keras.src.engine.sequential.Sequential object at 0x33b071dd0>,<keras.src.callbacks.History object at 0x33b122210>,32,2,adam,0.01,mse,True,-3.4498617534571245,0.9798935670000539,1.990231990814209,123
<keras.src.engine.sequential.Sequential object at 0x33bca64d0>,<keras.src.callbacks.History object at 0x33bcc88d0>,32,2,adam,0.01,mse,False,0.32285257052477645,0.29506698813579485,2.7288239002227783,72
<keras.src.engine.sequential.Sequential object at 0x33389bdd0>,<keras.src.callbacks.History object at 0x326744d50>,32,2,adam,0.01,mean_absolute_percentage_error,True,-3.4506125431987753,0.9800696599632033,1.4220170974731445,75
<keras.src.engine.sequential.Sequential object at 0x32c72c550>,<keras.src.callbacks.History object at 0x339859550>,32,2,adam,0.01,mean_absolute_percentage_error,False,0.2884334346174211,0.22739723528423622,1.5497939586639404,87
<keras.src.engine.sequential.Sequential object at 0x3277928d0>,<keras.src.callbacks.History object at 0x326417050>,32,2,adam,0.001,mean_squared_logarithmic_error,True,-3.458567616803303,0.9812225847769113,3.1811599731445312,207
<keras.src.engine.sequential.Sequential object at 0x31ce03dd0>,<keras.src.callbacks.History object at 0x33eb7b390>,32,2,adam,0.001,mean_squared_logarithmic_error,False,0.19046204533067967,0.3015831338631272,5.74507212638855,423
<keras.src.engine.sequential.Sequential object at 0x3401617d0>,<keras.src.callbacks.History object at 0x33fce0850>,32,2,adam,0.001,mse,True,-3.457891452683576,0.9811701499616488,2.880030870437622,193
<keras.src.engine.sequential.Sequential object at 0x340113890>,<keras.src.callbacks.History object at 0x3407e9050>,32,2,adam,0.001,mse,False,0.38321274539878714,0.34480828705785493,2.192349910736084,143
<keras.src.engine.sequential.Sequential object at 0x340710810>,<keras.src.callbacks.History object at 0x3422cfc10>,32,2,adam,0.001,mean_absolute_percentage_error,True,-3.4585806115425894,0.9811319752039395,2.740143060684204,189
<keras.src.engine.sequential.Sequential object at 0x3406fdb50>,<keras.src.callbacks.History object at 0x342d04190>,32,2,adam,0.001,mean_absolute_percentage_error,False,0.11978008526034933,0.2691570659711372,4.065763711929321,301
<keras.src.engine.sequential.Sequential object at 0x342de0710>,<keras.src.callbacks.History object at 0x343efbd10>,32,2,sgd,0.1,mean_squared_logarithmic_error,True,-3.4571779964884763,0.9811408985930534,2.6830878257751465,204
<keras.src.engine.sequential.Sequential object at 0x342d37b90>,<keras.src.callbacks.History object at 0x344b80550>,32,2,sgd,0.1,mean_squared_logarithmic_error,False,0.23531731711796555,0.2815066227078804,1.9208288192749023,125
<keras.src.engine.sequential.Sequential object at 0x344beb890>,<keras.src.callbacks.History object at 0x344b70410>,32,2,sgd,0.1,mse,True,-3.447923813680431,0.9796511399352188,1.2397239208221436,65
<keras.src.engine.sequential.Sequential object at 0x337136490>,<keras.src.callbacks.History object at 0x344ebcd10>,32,2,sgd,0.1,mse,False,-3.565758818592788,1.0,0.7854979038238525,31
<keras.src.engine.sequential.Sequential object at 0x34427af90>,<keras.src.callbacks.History object at 0x346df3850>,32,2,sgd,0.1,mean_absolute_percentage_error,True,-3.565758818592788,1.0,0.7910630702972412,31
<keras.src.engine.sequential.Sequential object at 0x345500350>,<keras.src.callbacks.History object at 0x3467807d0>,32,2,sgd,0.1,mean_absolute_percentage_error,False,-2.9367841332507236,0.869470387222109,0.839573860168457,34
<keras.src.engine.sequential.Sequential object at 0x346e229d0>,<keras.src.callbacks.History object at 0x347222650>,32,2,sgd,0.01,mean_squared_logarithmic_error,True,-3.4632954157508076,0.9820476583289274,6.289086818695068,523
<keras.src.engine.sequential.Sequential object at 0x347248090>,<keras.src.callbacks.History object at 0x349851b90>,32,2,sgd,0.01,mean_squared_logarithmic_error,False,0.1303027573506067,0.3194453121692651,5.872498035430908,486
<keras.src.engine.sequential.Sequential object at 0x349cb5ad0>,<keras.src.callbacks.History object at 0x349a2c5d0>,32,2,sgd,0.01,mse,True,-3.4538471475863712,0.9805632160182491,2.6120262145996094,197
<keras.src.engine.sequential.Sequential object at 0x349f10e10>,<keras.src.callbacks.History object at 0x34b49fe90>,32,2,sgd,0.01,mse,False,-3.565758818592788,1.0,0.8188860416412354,31
<keras.src.engine.sequential.Sequential object at 0x349f8d490>,<keras.src.callbacks.History object at 0x349fe2790>,32,2,sgd,0.01,mean_absolute_percentage_error,True,-3.4552234883867587,0.9806295611925762,1.0294420719146729,49
<keras.src.engine.sequential.Sequential object at 0x34b2ca490>,<keras.src.callbacks.History object at 0x34affab50>,32,2,sgd,0.01,mean_absolute_percentage_error,False,0.11981684215625277,0.24723855179198415,1.5479412078857422,82
<keras.src.engine.sequential.Sequential object at 0x34d3ca350>,<keras.src.callbacks.History object at 0x34c9d0550>,32,2,sgd,0.001,mean_squared_logarithmic_error,True,-3.465678192548183,0.9821549517274857,11.379746675491333,980
<keras.src.engine.sequential.Sequential object at 0x34e703890>,<keras.src.callbacks.History object at 0x34e823e50>,32,2,sgd,0.001,mean_squared_logarithmic_error,False,-0.020632629463459784,0.299259819239283,28.40058207511902,2494
<keras.src.engine.sequential.Sequential object at 0x35020c7d0>,<keras.src.callbacks.History object at 0x34eb3d7d0>,32,2,sgd,0.001,mse,True,-3.455463378629747,0.9808127160263183,3.581511974334717,266
<keras.src.engine.sequential.Sequential object at 0x350fc3890>,<keras.src.callbacks.History object at 0x3513d9a50>,32,2,sgd,0.001,mse,False,-3.56511745255451,0.9998887260888942,0.8754088878631592,31
<keras.src.engine.sequential.Sequential object at 0x350f8fd90>,<keras.src.callbacks.History object at 0x3512255d0>,32,2,sgd,0.001,mean_absolute_percentage_error,True,-3.452571880992812,0.9803700092236147,1.8202228546142578,117
<keras.src.engine.sequential.Sequential object at 0x3516e1990>,<keras.src.callbacks.History object at 0x351e12dd0>,32,2,sgd,0.001,mean_absolute_percentage_error,False,0.08108196634210607,0.2677072660513232,6.797679901123047,567
<keras.src.engine.sequential.Sequential object at 0x3539fbdd0>,<keras.src.callbacks.History object at 0x353ab6710>,32,3,adam,0.1,mean_squared_logarithmic_error,True,-3.4479082928300837,0.9796720057611523,2.3173089027404785,132
<keras.src.engine.sequential.Sequential object at 0x35511f950>,<keras.src.callbacks.History object at 0x3551c38d0>,32,3,adam,0.1,mean_squared_logarithmic_error,False,0.3834131873257286,0.27545955333886896,1.361759901046753,57
<keras.src.engine.sequential.Sequential object at 0x3550f2b10>,<keras.src.callbacks.History object at 0x355f8c9d0>,32,3,adam,0.1,mse,True,-3.44850241318765,0.9798456903709939,1.7415440082550049,84
<keras.src.engine.sequential.Sequential object at 0x35703a990>,<keras.src.callbacks.History object at 0x356b20090>,32,3,adam,0.1,mse,False,0.4183887362350299,0.28692330914990183,1.622101068496704,82
<keras.src.engine.sequential.Sequential object at 0x355f22650>,<keras.src.callbacks.History object at 0x35804e650>,32,3,adam,0.1,mean_absolute_percentage_error,True,-3.449064211011006,0.9793850282331448,1.4365520477294922,66
<keras.src.engine.sequential.Sequential object at 0x355f9d190>,<keras.src.callbacks.History object at 0x35927ead0>,32,3,adam,0.1,mean_absolute_percentage_error,False,-0.011583600800404659,0.26560686595106975,1.5553920269012451,70
<keras.src.engine.sequential.Sequential object at 0x358c15090>,<keras.src.callbacks.History object at 0x35994b150>,32,3,adam,0.01,mean_squared_logarithmic_error,True,-3.4478942436435425,0.9797289364467,3.6627917289733887,241
<keras.src.engine.sequential.Sequential object at 0x35b0fbdd0>,<keras.src.callbacks.History object at 0x359ce02d0>,32,3,adam,0.01,mean_squared_logarithmic_error,False,0.19165552539349173,0.2933078308526662,1.8190698623657227,94
<keras.src.engine.sequential.Sequential object at 0x35c56a9d0>,<keras.src.callbacks.History object at 0x35c616210>,32,3,adam,0.01,mse,True,-3.4480244146812007,0.9799280597469433,4.79195499420166,240
<keras.src.engine.sequential.Sequential object at 0x359c8fe50>,<keras.src.callbacks.History object at 0x344efa5d0>,32,3,adam,0.01,mse,False,0.340093283254546,0.3250782406216853,1.3316712379455566,52
<keras.src.engine.sequential.Sequential object at 0x355499610>,<keras.src.callbacks.History object at 0x3554aca90>,32,3,adam,0.01,mean_absolute_percentage_error,True,-3.4506436118420263,0.9799792066939467,2.182084798812866,117
<keras.src.engine.sequential.Sequential object at 0x34dc15ad0>,<keras.src.callbacks.History object at 0x31e5c8b90>,32,3,adam,0.01,mean_absolute_percentage_error,False,0.30076601988401563,0.22648326067770133,1.8149659633636475,94
<keras.src.engine.sequential.Sequential object at 0x35fbd5290>,<keras.src.callbacks.History object at 0x35fc47750>,32,3,adam,0.001,mean_squared_logarithmic_error,True,-3.4580929981185324,0.9809424680830736,3.711091995239258,235
<keras.src.engine.sequential.Sequential object at 0x361221550>,<keras.src.callbacks.History object at 0x360b67e50>,32,3,adam,0.001,mean_squared_logarithmic_error,False,0.3349215346533223,0.25906005504560775,7.047815799713135,489
<keras.src.engine.sequential.Sequential object at 0x362f53dd0>,<keras.src.callbacks.History object at 0x361527d50>,32,3,adam,0.001,mse,True,-3.4559347837285017,0.980884485773168,1.9871737957000732,104
<keras.src.engine.sequential.Sequential object at 0x362fe3d10>,<keras.src.callbacks.History object at 0x36359ced0>,32,3,adam,0.001,mse,False,0.19884182193561029,0.37489086767513985,2.955794095993042,176
<keras.src.engine.sequential.Sequential object at 0x361502310>,<keras.src.callbacks.History object at 0x36521da90>,32,3,adam,0.001,mean_absolute_percentage_error,True,-3.458755235888386,0.9808791894365678,2.3213837146759033,132
<keras.src.engine.sequential.Sequential object at 0x365709610>,<keras.src.callbacks.History object at 0x3661331d0>,32,3,adam,0.001,mean_absolute_percentage_error,False,0.14079143124269056,0.2548395282151635,6.155622243881226,426
<keras.src.engine.sequential.Sequential object at 0x366992f90>,<keras.src.callbacks.History object at 0x36660ff50>,32,3,sgd,0.1,mean_squared_logarithmic_error,True,-3.456779855685542,0.9811783991891301,4.106637001037598,287
<keras.src.engine.sequential.Sequential object at 0x36774a550>,<keras.src.callbacks.History object at 0x3673a9850>,32,3,sgd,0.1,mean_squared_logarithmic_error,False,0.3016620130662363,0.2721581327439887,2.2838618755340576,144
<keras.src.engine.sequential.Sequential object at 0x36365b890>,<keras.src.callbacks.History object at 0x36892be90>,32,3,sgd,0.1,mse,True,-3.44760256485468,0.9796833452406092,1.720923900604248,101
<keras.src.engine.sequential.Sequential object at 0x367a76f90>,<keras.src.callbacks.History object at 0x3695fae90>,32,3,sgd,0.1,mse,False,-3.565758818592788,1.0,0.9518389701843262,31
<keras.src.engine.sequential.Sequential object at 0x368a8a290>,<keras.src.callbacks.History object at 0x3696d9010>,32,3,sgd,0.1,mean_absolute_percentage_error,True,-3.565758818592788,1.0,0.9405031204223633,31
<keras.src.engine.sequential.Sequential object at 0x36c179c50>,<keras.src.callbacks.History object at 0x36c1e9a10>,32,3,sgd,0.1,mean_absolute_percentage_error,False,-0.12545808348845155,0.2832774600968661,1.2321059703826904,57
<keras.src.engine.sequential.Sequential object at 0x36d6b3dd0>,<keras.src.callbacks.History object at 0x36d6b1ad0>,32,3,sgd,0.01,mean_squared_logarithmic_error,True,-3.459967377911333,0.9813694564193922,5.4430992603302,413
<keras.src.engine.sequential.Sequential object at 0x36d71f4d0>,<keras.src.callbacks.History object at 0x36f0750d0>,32,3,sgd,0.01,mean_squared_logarithmic_error,False,0.08509617910219958,0.3361233858886306,4.6671130657196045,345
<keras.src.engine.sequential.Sequential object at 0x36f96bb10>,<keras.src.callbacks.History object at 0x36fdbd890>,32,3,sgd,0.01,mse,True,-3.4514350523811306,0.980265688169256,2.2174437046051025,127
<keras.src.engine.sequential.Sequential object at 0x36f9f97d0>,<keras.src.callbacks.History object at 0x370a5f090>,32,3,sgd,0.01,mse,False,-3.565758818592788,1.0,1.0513811111450195,31
<keras.src.engine.sequential.Sequential object at 0x370b53090>,<keras.src.callbacks.History object at 0x3715b9c10>,32,3,sgd,0.01,mean_absolute_percentage_error,True,-3.4509407922418314,0.9798949022475305,1.5890529155731201,84
<keras.src.engine.sequential.Sequential object at 0x372e6f210>,<keras.src.callbacks.History object at 0x3716a8ad0>,32,3,sgd,0.01,mean_absolute_percentage_error,False,0.15372579034597667,0.26713272371021385,1.8195819854736328,105
<keras.src.engine.sequential.Sequential object at 0x373313b90>,<keras.src.callbacks.History object at 0x373a92f10>,32,3,sgd,0.001,mean_squared_logarithmic_error,True,-3.4665760503386522,0.9824283370443019,9.698297023773193,763
<keras.src.engine.sequential.Sequential object at 0x372e69610>,<keras.src.callbacks.History object at 0x374a277d0>,32,3,sgd,0.001,mean_squared_logarithmic_error,False,-0.012727839223954707,0.3045603895600094,26.981303215026855,2248
<keras.src.engine.sequential.Sequential object at 0x374a6f450>,<keras.src.callbacks.History object at 0x375434050>,32,3,sgd,0.001,mse,True,-3.4612744547616714,0.9815506718242872,3.4737069606781006,247
<keras.src.engine.sequential.Sequential object at 0x3760d3b50>,<keras.src.callbacks.History object at 0x376356c90>,32,3,sgd,0.001,mse,False,-3.557919162921279,0.9951595390699186,0.9115140438079834,32
<keras.src.engine.sequential.Sequential object at 0x376c2f450>,<keras.src.callbacks.History object at 0x377bb9c10>,32,3,sgd,0.001,mean_absolute_percentage_error,True,-3.4522155756141926,0.980182720354299,3.4747939109802246,250
<keras.src.engine.sequential.Sequential object at 0x37947b0d0>,<keras.src.callbacks.History object at 0x3792188d0>,32,3,sgd,0.001,mean_absolute_percentage_error,False,0.23828326369563857,0.2209722307554302,7.364678859710693,568
<keras.src.engine.sequential.Sequential object at 0x37aa12550>,<keras.src.callbacks.History object at 0x37a37b4d0>,64,1,adam,0.1,mean_squared_logarithmic_error,True,-3.4591428143900522,0.9814875040422533,0.8968498706817627,44
<keras.src.engine.sequential.Sequential object at 0x379762a50>,<keras.src.callbacks.History object at 0x37b2268d0>,64,1,adam,0.1,mean_squared_logarithmic_error,False,0.15059424447993497,0.28847738802526934,0.9562160968780518,56
<keras.src.engine.sequential.Sequential object at 0x37a2a0b10>,<keras.src.callbacks.History object at 0x37acd6a50>,64,1,adam,0.1,mse,True,-3.449331486228629,0.98007327398993,2.462923049926758,187
<keras.src.engine.sequential.Sequential object at 0x37c311e50>,<keras.src.callbacks.History object at 0x37c348d50>,64,1,adam,0.1,mse,False,0.37724904302631357,0.2933065982609474,0.7589190006256104,36
<keras.src.engine.sequential.Sequential object at 0x37a38fad0>,<keras.src.callbacks.History object at 0x37b6c3d10>,64,1,adam,0.1,mean_absolute_percentage_error,True,-3.4504491424149206,0.9803497815336932,1.5605320930480957,105
<keras.src.engine.sequential.Sequential object at 0x37cc312d0>,<keras.src.callbacks.History object at 0x37e21a890>,64,1,adam,0.1,mean_absolute_percentage_error,False,-0.07025965543963819,0.2832241620942568,0.9635188579559326,50
<keras.src.engine.sequential.Sequential object at 0x37cc90090>,<keras.src.callbacks.History object at 0x37e6e1e10>,64,1,adam,0.01,mean_squared_logarithmic_error,True,-3.448254080357425,0.9797130817530679,0.82492995262146,37
<keras.src.engine.sequential.Sequential object at 0x37ccea310>,<keras.src.callbacks.History object at 0x37e38d210>,64,1,adam,0.01,mean_squared_logarithmic_error,False,0.2031045791309839,0.2675933114180252,3.5667309761047363,280
<keras.src.engine.sequential.Sequential object at 0x37fdb1610>,<keras.src.callbacks.History object at 0x37fd67750>,64,1,adam,0.01,mse,True,-3.4529412053528876,0.9804321283589903,0.8284401893615723,38
<keras.src.engine.sequential.Sequential object at 0x37fdab490>,<keras.src.callbacks.History object at 0x380611450>,64,1,adam,0.01,mse,False,0.3861543861131823,0.3116361619110629,1.301009178161621,53
<keras.src.engine.sequential.Sequential object at 0x3819709d0>,<keras.src.callbacks.History object at 0x3819f5a90>,64,1,adam,0.01,mean_absolute_percentage_error,True,-3.454163873723383,0.9811730789964523,1.3711168766021729,85
<keras.src.engine.sequential.Sequential object at 0x381198f90>,<keras.src.callbacks.History object at 0x381c16350>,64,1,adam,0.01,mean_absolute_percentage_error,False,0.10752346468274998,0.2668652677764926,1.8888249397277832,134
<keras.src.engine.sequential.Sequential object at 0x381a17490>,<keras.src.callbacks.History object at 0x382556210>,64,1,adam,0.001,mean_squared_logarithmic_error,True,-3.4591324449285183,0.9811279406220808,3.66064715385437,292
<keras.src.engine.sequential.Sequential object at 0x383ac97d0>,<keras.src.callbacks.History object at 0x3825aa250>,64,1,adam,0.001,mean_squared_logarithmic_error,False,0.2683674718446122,0.27083663409079106,15.345782995223999,1330
<keras.src.engine.sequential.Sequential object at 0x3825abb10>,<keras.src.callbacks.History object at 0x38513fb50>,64,1,adam,0.001,mse,True,-3.457811664182284,0.9815388849836173,2.0940909385681152,153
<keras.src.engine.sequential.Sequential object at 0x383688910>,<keras.src.callbacks.History object at 0x3857f43d0>,64,1,adam,0.001,mse,False,0.3933327204837339,0.2898584515031505,4.414578914642334,260
<keras.src.engine.sequential.Sequential object at 0x37b683dd0>,<keras.src.callbacks.History object at 0x383bb9950>,64,1,adam,0.001,mean_absolute_percentage_error,True,-3.456794039858485,0.981055256945015,2.5057263374328613,179
<keras.src.engine.sequential.Sequential object at 0x38250f450>,<keras.src.callbacks.History object at 0x36f3a89d0>,64,1,adam,0.001,mean_absolute_percentage_error,False,-0.02868642033539004,0.26272264946287266,10.120335817337036,847
<keras.src.engine.sequential.Sequential object at 0x385bb3150>,<keras.src.callbacks.History object at 0x3864458d0>,64,1,sgd,0.1,mean_squared_logarithmic_error,True,-3.4547016774840653,0.9808033049558318,0.9830548763275146,55
<keras.src.engine.sequential.Sequential object at 0x37e292d90>,<keras.src.callbacks.History object at 0x385ea46d0>,64,1,sgd,0.1,mean_squared_logarithmic_error,False,0.15619869016291754,0.2809123259074139,6.0366809368133545,513
<keras.src.engine.sequential.Sequential object at 0x38634afd0>,<keras.src.callbacks.History object at 0x3863a5110>,64,1,sgd,0.1,mse,True,-3.4515222424501744,0.9802044576653404,0.755465030670166,38
<keras.src.engine.sequential.Sequential object at 0x385ea4290>,<keras.src.callbacks.History object at 0x3860a88d0>,64,1,sgd,0.1,mse,False,-3.565758818592788,1.0,0.6914777755737305,31
<keras.src.engine.sequential.Sequential object at 0x385ebb890>,<keras.src.callbacks.History object at 0x387e19990>,64,1,sgd,0.1,mean_absolute_percentage_error,True,-3.565758818592788,1.0,0.6928009986877441,31
<keras.src.engine.sequential.Sequential object at 0x387ecb510>,<keras.src.callbacks.History object at 0x387a04110>,64,1,sgd,0.1,mean_absolute_percentage_error,False,-0.05131256313488164,0.2827663745030722,1.215487003326416,75
<keras.src.engine.sequential.Sequential object at 0x387ad3d50>,<keras.src.callbacks.History object at 0x387a708d0>,64,1,sgd,0.01,mean_squared_logarithmic_error,True,-3.45470770569586,0.9806443783636278,3.0522289276123047,248
<keras.src.engine.sequential.Sequential object at 0x389a93dd0>,<keras.src.callbacks.History object at 0x389b799d0>,64,1,sgd,0.01,mean_squared_logarithmic_error,False,0.15357024695617016,0.28039452618593164,52.37160921096802,4810
<keras.src.engine.sequential.Sequential object at 0x387aa29d0>,<keras.src.callbacks.History object at 0x38ba3ee10>,64,1,sgd,0.01,mse,True,-3.4567720023376056,0.9814439169437137,1.0895659923553467,67
<keras.src.engine.sequential.Sequential object at 0x38b0133d0>,<keras.src.callbacks.History object at 0x38ca8d8d0>,64,1,sgd,0.01,mse,False,-3.565758818592788,1.0,0.6709408760070801,31
<keras.src.engine.sequential.Sequential object at 0x38cab3dd0>,<keras.src.callbacks.History object at 0x38bfab450>,64,1,sgd,0.01,mean_absolute_percentage_error,True,-3.565744065014016,0.9999969800389179,0.6974132061004639,31
<keras.src.engine.sequential.Sequential object at 0x38bb95bd0>,<keras.src.callbacks.History object at 0x38ba2e050>,64,1,sgd,0.01,mean_absolute_percentage_error,False,0.02372820091680783,0.269583390838682,2.93660306930542,241
<keras.src.engine.sequential.Sequential object at 0x38b8329d0>,<keras.src.callbacks.History object at 0x38d60e710>,64,1,sgd,0.001,mean_squared_logarithmic_error,True,-3.4570860578499074,0.9811718628372613,32.14367890357971,2936
<keras.src.engine.sequential.Sequential object at 0x38fbc3dd0>,<keras.src.callbacks.History object at 0x390046090>,64,1,sgd,0.001,mean_squared_logarithmic_error,False,-0.41388212102207733,0.32774300160743786,108.57427406311035,10000
<keras.src.engine.sequential.Sequential object at 0x393187e50>,<keras.src.callbacks.History object at 0x38f455e50>,64,1,sgd,0.001,mse,True,-3.454081289854484,0.9808889033617081,4.067223072052002,341
<keras.src.engine.sequential.Sequential object at 0x393873dd0>,<keras.src.callbacks.History object at 0x39397d950>,64,1,sgd,0.001,mse,False,0.4459495592243947,0.29605851800232896,0.7662332057952881,38
<keras.src.engine.sequential.Sequential object at 0x39397e150>,<keras.src.callbacks.History object at 0x394e96c90>,64,1,sgd,0.001,mean_absolute_percentage_error,True,-3.4517373780620604,0.9807418506920148,1.2044479846954346,71
<keras.src.engine.sequential.Sequential object at 0x394b951d0>,<keras.src.callbacks.History object at 0x394b8e210>,64,1,sgd,0.001,mean_absolute_percentage_error,False,-0.26513030082993083,0.30575202120699174,17.79375696182251,1603
<keras.src.engine.sequential.Sequential object at 0x395b97bd0>,<keras.src.callbacks.History object at 0x396835810>,64,2,adam,0.1,mean_squared_logarithmic_error,True,-3.4502704061859077,0.9799480241146051,1.6356003284454346,89
<keras.src.engine.sequential.Sequential object at 0x3967036d0>,<keras.src.callbacks.History object at 0x39744f750>,64,2,adam,0.1,mean_squared_logarithmic_error,False,0.367632020468028,0.2916465099915947,1.8554191589355469,104
<keras.src.engine.sequential.Sequential object at 0x396e0db50>,<keras.src.callbacks.History object at 0x3977dee50>,64,2,adam,0.1,mse,True,-3.446796558489681,0.9796532061759333,1.303983211517334,66
<keras.src.engine.sequential.Sequential object at 0x397783dd0>,<keras.src.callbacks.History object at 0x39803c6d0>,64,2,adam,0.1,mse,False,0.3240284558953448,0.2887368732143244,1.6792092323303223,85
<keras.src.engine.sequential.Sequential object at 0x398071650>,<keras.src.callbacks.History object at 0x3982a08d0>,64,2,adam,0.1,mean_absolute_percentage_error,True,-3.4497504895826587,0.9800615986505865,2.348196268081665,127
<keras.src.engine.sequential.Sequential object at 0x3997cbdd0>,<keras.src.callbacks.History object at 0x3980a3b10>,64,2,adam,0.1,mean_absolute_percentage_error,False,0.12086469958967072,0.2569026369607177,1.5893218517303467,77
<keras.src.engine.sequential.Sequential object at 0x399340150>,<keras.src.callbacks.History object at 0x39a1c4810>,64,2,adam,0.01,mean_squared_logarithmic_error,True,-3.4504078747940543,0.9801920781050815,2.286435842514038,142
<keras.src.engine.sequential.Sequential object at 0x3977ee890>,<keras.src.callbacks.History object at 0x39bf8ab90>,64,2,adam,0.01,mean_squared_logarithmic_error,False,0.41017441732672955,0.2886038079521268,2.0389208793640137,123
